par_id,keyword,country,text,label,orig_label
8192,poor-families,pk,"ANNUAL State of Education Report ( ASER ) launched in Islamabad on Wednesday reveals some of the interesting facts and figures . It notes there has been progress in increasing access to education in Pakistan as the number of out-of-school children has dropped from 25 million to 22 million as per government data . However , more remains to be done . Without compromising on access to school , the focus should be on improving the quality . The education budget allocation is now 3.02% of GDP , up from 2.83% last year but is still short of the target . The down side of the situation is that 19% children aged 6-16 still remain out of school . The remaining 81% that are enrolled in the 6-16 age bracket are not learning much either . The seventh ASER survey report also highlighted as per past trends that children enrolled in private schools are performing better compared to those studying in government schools . The number of children out of school should be a cause for concern for the entire nation and especially the Federal and the Provincial governments . It is quite obvious that poverty is the main cause that keeps children away from schools and forces them to do some work to help supplement income of their families . The problem can be addressed to a great extent if number of government schools is increased meaningfully . Government schools charge little or no fee but these are not enough to cater to the needs of growing population . The distance factor and involvement of unbearable travelling expenses also prohibit parents from sending their children to schools . Private schools have mushroomed both in urban and rural areas and they are catering to the need of middle and high income segments of the society but poor families can not afford to get their kids admitted in these schools . Their owners should also realise they have social and national obligations as well and offer some percentage of total admissions to students from poorest of the poor families free of cost . There are also issues of facilities , qualifications of teaching staff and the quality of education being imparted and government should , at least , offer training facilities to all teachers including those employed by private schools .",0,0
7632,immigrant,ke,"James met and married another immigrant from Hong Kong , Ann Wong , who had moved to Kenya with her family .",0,0
3142,migrant,my,"""Guterres arrived in Saudi Arabia from Turkey and is to be in Dubai today for the World Government Summit during his regional tour . -- File picRIYADH , Feb 13 -- """" Islamophobia """" in parts of the world is fuelling terrorism , the head of the United Nations said on a visit to Saudi Arabia yesterday , as anti-immigrant sentiment rises in some countries .""",0,0
5946,migrant,au,""""""" This phrase , if you do n't like it here go back , or if you 're a migrant you need to sign up for Team Australia or do n't come here at all , it 's completely inappropriate for a prime minister to put a whole community in that category and it 's not even true , """" Mr Krayem told 774 ABC Melbourne .""",0,0
585,immigrant,au,"""This emotionally charged language also characterised the EU referendum campaign coverage , with Boris Johnson calling the Remain campaign """" project fear """" and the Remain campaigners accusing Leave of racism and scaremongering against immigrants . <h> The future of experts""",0,0
3161,vulnerable,jm,""""""" The rebalancing from direct to indirect taxes provides an opportunity to improve compliance and increase incentives for production and effort . At the same time , protecting the poor and vulnerable is a high priority , which requires developing and implementing a well-designed plan to enhance Jamaica 's social protection framework to ensure inclusive and equitable growth .""",0,0
3193,in-need,ke,There are numerous children in need of some extra assistance outside of conventional schooling .,0,0
1057,women,ca,"The kids , aged six to 12 , attend an after-school daycare program four doors from the Great Finds women 's apparel store , and when they heard what happened to their neighbour they wanted her to know they cared .",0,0
2044,migrant,sg,"The Government has to carefully consider the merits for each property to be preserved or conserved . Currently , 72 buildings and structures are gazetted as national monuments , some of which were private residences . And we have conserved over 7,000 buildings . Many of these pre-date our independence and hark back to our early immigrant and colonial era , such as Admiralty House , the House of Tan Yeok Nee and the Sun Yat Sen Nanyang Memorial Hall .",0,0
4298,hopeless,ke,"While Kenya is a democracy where people have a right to question an election and even seek its nullification in court , a few fine points expose the low voter turnout narrative by Nasa as hopelessly shaky and self-defeatist .",0,0
4481,immigrant,gh,"""In a speech at a law enforcement conference in New Orleans on Monday , Kirstjen Nielsen , secretary of homeland security , piggybacked on the president 's claim , and said that between October and February , there was a 315 percent increase in the number of unauthorized immigrants """" fraudulently """" using """" unaccompanied alien children """" to pose as a family unit in order to enter the United States .""",0,0
3744,refugee,ng,Germany failing to protect refugee shelters,0,0
5302,hopeless,lk,"Q You were with the previous government and defected later . Would you do the same to the incumbent government in case your voice is not recognized ? I will try my best to stay in the party , demand and shout for changes . Defecting can only happen if the situation becomes absolutely hopeless . I do not think the situation has degenerated to that as yet .",0,0
3641,hopeless,jm,""""""" He had one good Ashes series and what he delivered for England in the big Ashes series last year was hopeless .""",0,0
1069,women,ke,These are women with a legacy that is not just astounding but that is also riddled with flaws .,0,0
8111,in-need,gh,He said government would continue to import food to ensure no one starves after an El Nino-induced drought left up to 4.5 million or a quarter of the rural population in need of food aid .,0,0
7109,vulnerable,in,"Euro -- American conservationists protected vulnerable tourists by evicting the Native Americans nearly a century and half ago from the Yellowstone plateau . The question now arises -- will the UN and influential conservation NGOs repeat the same episode but at a much larger global scale -- by evicting the ' people of the land ' to protect vulnerable kingdoms -- BPdom , Shelldom , Exxondom , Americadom ? Is Global North attempting to impose an order on the Global South , but for whose benefit ?",0,0
8234,in-need,in,""""""" A depressed Congress has become an expired bubble of abuses . When they do not have logic they take to such cheap language . The Congress has been rejected by the people and since then its leaders have lost their mental balance . They are in need of urgent psychiatric treatment . """" he said .""",0,0
7743,homeless,au,Sisters is a knucklehead comedy -- sporadically amusing and always happy to resort to dick jokes -- saved a little by the appeal of its leads . Kate ( Fey ) and Maura ( Poehler ) are shocked to learn their parents ( Dianne Wiest and James Brolin ) have decided to sell the house they grew up in in Orlando . Maura is a single nurse who lives nearby ; Kate a less stable type happy to return to her old hood given she ca n't hold down a job as a beautician and is essentially homeless .,0,0
7054,refugee,za,My family is from Uganda and Tanzania . I was born in the UK and moved to Rwanda when I was 13 . Nine months later I was a refugee with my family during the Rwandan genocide . Thereafter the family shifted to Uganda with nothing . My drive and desire to help led me to start selling computers to friends and in school in Kampala . Shortly after that I established my first company .,0,0
1839,immigrant,tz,Police hold 42 illegal immigrants in Rukwa,0,0
5182,in-need,jm,"""As a matter of urgency , the NIE recommended that the Ministry of Education move quickly to design and implement a plan to support and turn around 23 schools , which were identified as """" in need of immediate support """" .""",0,0
1655,in-need,ke,He added that he would be taking a break from online fundraising for those in need .,0,1
156,homeless,gh,"Daheley was also keen to highlight figures like Fiona Stewart who , at the age of 18 , was a single mum living in homeless shelters - but now runs the Green Man Festival .",0,0
4567,refugee,za,"""Brussels - Top European Union official Donald Tusk denounced Russian air strikes in Syria as helping the """" murderous """" government of President Bashar al-Assad and triggering fresh waves of refugees fleeing toward Europe .""",0,0
4498,vulnerable,au,""""""" That 's because of things like socio-economic disadvantage , loneliness , isolation , they have a harsher natural environment , they 're more vulnerable to natural disasters such as drought . """"""",0,0
5561,disabled,ie,"Katie , now married to fellow I 'm A Celebrity ! star Peter Andre , 35 , talks about coping with criticism when son Harvey was born disabled .",0,0
7283,homeless,lk,""""""" A mass protest was held in Jaffna at 3 p.m. yesterday against Tamil Nadu politicians Thol . Thiruvmavalavan , T. Velmurugan and Y. Gopalaswamy , who prevented the superstar of Tamil cinema , Rajinikanth , visiting Jaffna to hand-over the keys of 150 houses , built by Lyca , ( a private firm based in London ) to homeless people who had been affected by the separatist war . """"""",1,2
1197,women,gh,"Benjamin Tawiah , a spokesperson for the NGO that works to end injustice and poverty , said Ghana 's 29 women in power shows inequality , and that needs to be overcome .",0,0
8156,women,gh,"The Ghana Olympic Committee ( GOC ) collaborated with the International Olympic Committee 's Athlete Career Program ( IOCACP ) to field the first Athlete Career Programme for Ghanaian sportswomen/men on 23rd November , 2016 . The program sought to provide resources and training to athletes , to enable them develop their life skills and maximise their education and employment opportunities .",0,0
5864,disabled,nz,An older woman 's chances of having a miscarriage or a disabled baby could be slashed thanks to a new scientific breakthrough .,0,0
5074,refugee,lk,"According to the Consul-General of the Federal Republic of Germany in Chennai , the Consulate would be assisting about 420 Lankan refugees living in India with a budget of over Rs. 37 lakh ( 50,000 euros ) .",0,0
4749,women,sg,Goh won the bronze medal in the women 's 100m breaststroke SB4 . <h> DINOSAUR PURSES,0,0
7308,women,za,"Nqobile was born and raised in Dobsonville , Soweto . She 's a Grade 4 learner at Florida Primary . Her hobbies include modelling , watching America 's Next Top Model , cooking , taking part in sport at school and designing women 's clothing . She 's also fond of animals and would like to do voluntary work at the Society for the Prevention of Cruelty to Animals . If she does n't become a model , she 'd like to consider becoming a lawyer or a child psychologist .",0,0
1428,women,ie,Averil Power ( right ) will be one of at least two Fianna F ? il women to win election to the Seanad .,0,0
2409,migrant,ke,"Complaining that California was not complying with his hardline position on migrants , Trump warned he could cut vital help from Washington and prompt a crime wave .",0,0
3749,migrant,lk,"The much-talked-about , short-lived telephone conversation that was alleged to have taken place between President Trump and Mr Malcolm Turnbull , the Australian Prime Minster , is a case in point . Although , Mr Turnbull maintained a diplomatic silence over the issue , Mr Trump took to Twitter in order to vent his fury over an immigrant-exchange deal that was signed between the two governments , when President Obama was in power ; the tone and choice of words left very little for interpretation .",0,0
7993,refugee,gh,"Since mid-April , the pre-election violence has caused more than 70,000 Burundians to flee to neighboring states , according to the U.N . refugee agency . The election is scheduled for June 26 .",0,0
5256,migrant,ph,The United States has been urging governments in the region to cooperate on search and rescue operations and sheltering thousands of vulnerable migrants .,0,0
3530,in-need,ca,"According to a new report by Statistics Canada , close to 30 per cent of Inuit children across Canada live in homes in need of major repair , compared to less than eight per cent of non-Aboriginal children . ( Katherine Barton/CBC )",0,0
7145,poor-families,lk,"At the opening ceremony Prime Minister Ranil Wickremasinghe said the past regime attempted to evict poor families from the Colombo city and set up a Casino economy . However , the down trodden people stood against the past regime and elected the good governance rule . The Prime Minister added that the government is committed to establish a strong middle class in the country .",0,1
155,homeless,us,"""Nona O'Gara , a supervisor at the center , said residents are down , but not out . """" We tell them they are never homeless when they are here , because they always have a home . """"""",1,3
836,in-need,us,"The Bird Park Splash Pad , just like the Splash Valley Aquatic Park along River Road , will not be open next summer . Both are in need of major repairs which the KVPD can not currently afford .",0,0
4545,women,my,"Meanwhile , Zahid ( photo ) in his speech said women empowerment was meaningless if women 's voices were not heard in politics .",0,1
8009,migrant,us,"Now the Trump administration has signaled its intent to enforce the letter of the law on TPS , amid its wider crackdown on immigration . This month , officials announced the termination of TPS for Nicaragua , meaning 2,550 migrants must leave or seek another form of legal residency by January 2019 .",0,0
3989,migrant,jm,"Agriculture has much room for expansion , but only on a high-technology basis which , if pursued , could be a winner . Remittances have steady but not dramatic growth prospects . Indeed , better prospects exist , but only with the expansion of higher education to provide for future migrants and greater remittance prospects .",0,0
2444,vulnerable,gb,"In the photo , the unidentified man can be seen lying on the floor -- apparently dozing off -- while wearing full police uniform , with his state-issued pistol vulnerable for anyone to grab .",0,0
2072,poor-families,gb,"Children born to poor families deserve that experience just as much as rich ones . Regulators who lie with every second breath , can not be expected to understand . <h> Anonymous",1,3
621,in-need,au,It would make cycling great again . But he 's British . And that 's the main problem . <h> Le Tour is in need of a French winner,0,0
6483,in-need,ph,""""""" We believe that nations of goodwill can benefit only if the Japanese government is empowered to assist others and is allowed to come to the aid of those in need , especially in the area of collective self-defense , """" Aquino said in a statement released June 24 after his talks with Abe .""",0,0
4086,women,au,""""""" I also meditate , """" the mother of three says . """" And I also have a very strong social network ... I mean a group of women together , the way we laugh when we can laugh , there ai n't nothing like that ... we go deep do n't we and we guffaw . Maintaining physical fitness and social networks is so critical to successful ageing . """" <h> 18 comments so far""",0,0
5904,women,bd,"In this photograph taken on February 3 , 2017 , two Nepalese women sit by a fire as they live in a Chhaupadi hut during their menstruation period in Surkhet District , some 520km west of KathmanduAFP <h> Chhaupadi is linked to Hinduism and considers women untouchable when they menstruate , as well as after child birth",0,0
4949,hopeless,au,"Thankfully , Movida 's lunch offerings -- smoked mackerel with tomato sorbet ; chicken escabeche ? on crispy croutons , fat field mushrooms in sherry vinegar and pan-fried whiting fillets -- are more tempting that those of the Prince of Prussia , Jack Irish 's stomping ground in a nostalgic recreation of Fitzroy , where the old-timers still reminisce about the glory days of the Fitzroy Football Club and the ambitious but clueless publican ( played by Damien Garvey ) is still trying -- but hopelessly failing -- to cash in on food fashions by fusing tapas and yum cha .",0,0
2598,in-need,ie,"""She explained : """" A lot of the time I 'm just tired . I do n't have to go through a labyrinthine explanation , there does n't have to be that much backstory . I can just be in need of a nap . """"""",0,0
4739,homeless,au,"A week after releasing the new definition , the ABS recast the estimate of people who were counted as homeless through the census process in 2001 and 2006 . As a result , the number of homeless Australians counted changed from about 100,000 to over 95,000 in 2001 and 105,000 to almost 90,000 in 2006 .",0,0
263,immigrant,ca,"From an investment perspective , immigrants sometimes struggle making the mental switch from wealth accumulation to wealth preservation . After so many years concentrating their wealth in a single business asset , they can often find a well-balanced , diversified portfolio antithetical to their financial values .",0,0
5562,disabled,au,""""""" Sitting down with Yvette was tough . A mother who had pleaded guilty to the attempted murder of her disabled son telling me why her life had arrived at this terrible place , """" says Hayes .""",0,0
5177,in-need,sg,"However , and most importantly , it should be a moment for all partners to embrace the OGP platform to fundamentally change how we design and deliver essential public services for those most in need of government support -- for their survival and dignity .",1,4
1266,hopeless,jm,"""This discarded corpse , latterly a boy who had been taught to sing about being """" a bundle of potentiality """" , she says , was erratic in school attendance and behaviour , most often hungry and unkempt and demonstrably lacking in affirmation and attention at home , foisted on teachers , who , obsessed with curriculum , hopefully willing but hopelessly ill-equipped to save him from his ( and our ) final resting place .""",1,3
4426,immigrant,my,"Meanwhile , in an unrelated development , Chandra said 39 people , including 20 children aged between four months and 16 , were detained during an operation to weed out illegal immigrants in Kota Kinabalu .",0,0
8225,vulnerable,za,"The WHO , in its report of a recent study in Kenya indicates that in areas where malaria already occurs , transmission intensity is expected to increase beside the length of the transmission season . It is also expected that malaria will spread into new locations , particularly the higher altitudes of the highlands , where its prevalence is not currently actively monitored or forecasted . Communities living at altitudes above 1,100 meters are more vulnerable to malaria epidemics due to lack of immunity , lack of preparedness , climate variability and other factors .",0,0
7032,vulnerable,my,"The ADB report pointed out that Cambodian women in vulnerable employment , compared to paid employees , are less likely to have decent working conditions including adequate remuneration , social security or voice through representation in trade unions and other organizations .",0,0
7051,poor-families,gh,"Students from the rural poor communities of Ghana are awarded scholarships to study both high school and university or college education through the Ghana scholarship fund Inc . Most of these students come from families where the parents are not in a position to raise their school fees , to pay for their high school and college education . Ghana scholarship fund Inc. grows the number of students they sponsor for further studies . The responsibility of running this organization is bestowed upon board of directors who are not paid , therefore guarantee that all the funds given , in form of donations , is channeled towards educating Ghanaian children from poor families .",0,0
8139,vulnerable,ie,"Tuesday 27 Dec , 2011 http : //jrnl.ie/314668 <h> Poll : Have you seen incidents of homophobia in Ireland ? <h> Young people in Ireland are especially vulnerable to homophobic bullying , the co-founder of LGBT support group BeLonG To has said . Today , we ask if you have seen evidence of homophobic bullying in Ireland .",0,0
7455,vulnerable,gb,Secondary school age is too late to start educating vulnerable children about teenage pregnancy prevention,0,0
1258,vulnerable,tz,""""""" Burundi instability has the possibility of leading to ethnic tension and conflict , which as we have seen in the past has devastating impact on human life . As with all disasters , children are always the most vulnerable , """" they said .""",0,0
1879,immigrant,ke,"Studies reveal that the core of immigrant entrepreneurial success is the reciprocal relationship , networks and trust that they build .",0,0
7544,hopeless,gh,"At least , the God factor gives the hopeless hope , it comfort people who lose their dear ones that they 'd meet one day . Take away the God factor and the world would lose count of the number of suicide cases .",0,1
865,hopeless,nz,"""Every ambulance in Wellington had been mobilised for hours , picking up the injured blown off their feet . Some ambulances broke down in the storm . We were trucked into the city around noon , """" work """" proving hopeless .""",0,0
703,women,sg,The same effect does not apply to women as female attractiveness was not found to be associated with competence .,0,0
1498,refugee,pk,"Tosminara , herself a Rohingya refugee , has spent months coaxing these women out of the shadows , promising discretion .",0,0
5751,vulnerable,my,"Suhakam commissioner Datuk Mah Weng Kwai speaks at the launch of the proceedings of the National Consultation on the Rights of Vulnerable Witnesses in Kuala Lumpur July 26 , 2017 . Who counts as a vulnerable witness ?",0,0
1464,migrant,tz,"He said the review showed that a total of 3,870 immigrants were illegally registered in the BVR as a result the Commission confiscated the voter cards they were issued with and their details deleted from the BVR database .",0,0
4995,women,in,"Adding to AAP 's woes , pressure mounted for removal of Delhi law minister Somnath Bharti on Wednesday after one of the African women assaulted in a midnight raid in south Delhi accused him of having led the group that barged into her house and attacked them .",0,0
4907,in-need,bd,"Some 660,000 people are in need across Rakhine state including more than 176,000 in Northern Rakhine , OCHA spokesperson Jens Laerke said .",0,0
7858,vulnerable,ng,""""""" Owing to this drought and the on-going water crisis , children are becoming increasingly vulnerable . In the coming months , there is an increased risk of lakhs ( hundreds of thousands ) of children becoming victims of these circumstances . """"""",0,0
7871,homeless,za,"The staff members make these blankets in their free time or on their quiet days at the salon . They distribute the items to shelters , orphanages , the homeless and others in need .",0,1
2415,homeless,tz,They said in the past two days the homeless residents were braving rains and cold without shelter . They therefore urged the government and other stakeholders to come forward and offer moral and material support to the victims .,0,1
3135,hopeless,au,"According to reports , very few police were present to contest control of the streets with the CBD invaders . By one account , fewer than a dozen officers , hopelessly outnumbered , were on hand when the violence erupted .",0,0
5540,refugee,ke,"As an alternative to emptying Dadaab , the group is suggesting the establishment of smaller camps inside Kenya , increased resettlement of refugees to third countries and integration of camp residents into Kenyan communities .",0,0
4422,homeless,jm,""""""" We have unofficially over 150 persons living on the streets : the mentally challenged , the homeless , and also the drug addicts . The real problem lies with the persons of unsound mind who have been making it a habit of attacking unsuspecting residents . Just the other day , a man was attacked with a stone while carrying out work on the street of the resort town . """"""",0,0
6991,hopeless,za,"A clinical psychologist testified that Smith constantly suffers hunger pangs , dizziness , anxiety , an upset stomach and feelings of hopelessness . She also said Smith carries a constant memory of terrible burning pain .",0,0
6788,poor-families,sg,"The Schools for Asia campaign will help the most marginalized , excluded or otherwise vulnerable children , including girls and children from poor families and of ethnic minorities .",0,1
3033,hopeless,us,Downgrading the win estimate after another hopeless week . Hard to remember now how this team actually won the East not that long ago . <h> South Carolina : 7-5,0,0
7173,immigrant,lk,"Investigations reveal that a local businessman is involved in illicit transport of immigrants to Seychelles , while another businessman presently under arrest in Seychelles , is operating the illegal immigration into that country . The arrested persons are residents of Matara , Negombo , Maggona and Beruwala .",0,0
4092,refugee,ke,"The three-day colourful event attracted various cultural dance troupes from Turkana and West Pokot , as well as Burundi refugees who performed the famous talking drums , among others .",0,0
3713,in-need,nz,"That wait list for social housing is about to hit 9000 . Minister Twyford says tenancy reviews will now focus on those who are more likely to take up private rentals , and that will free up homes for those in need .",0,0
4257,refugee,hk,Germans investigate 59 refugees,0,0
7214,immigrant,pk,"Under the existing practice , the official explained , only a police station 's staff could arrest illegal immigrants under Section 54 of the Criminal Procedure Code .",0,0
4544,poor-families,ng,"Sorry , you do n't correct erring students by beating . It is a wrong idea , out of fashion and inhumane . Moreover , those children are from poor families , the ones from big families are untouchable , even when they are wrong .",0,0
7146,disabled,hk,"Mrs Lau , who has an eight-year-old mildly intellectually disabled son , played a video of him singing You raised me up . She said it was hard to raise a child with special needs but her son 's singing gave her confidence .",0,0
3735,vulnerable,bd,"It ruled that immediate steps be taken to protect the life , property and dignity of the minority citizens by deploying forces not only to the specified districts of Dhaka , Natore , Jessore , Dinajpur , Gaibandha , Satkhira , Jhalokati , Tangail , Bogra , Pirojpur , Chandpur and Netrokona but also all over the country , wherever the minority citizens were vulnerable .",0,0
5027,poor-families,za,Pamla said the increase in the price of paraffin would leave many poor families worse off .,0,0
2838,immigrant,ie,"IrishCentral is live from the International Commemoration of Ireland 's Great Hunger on the grounds of the NYC Marine Hospital Quarantine Cemetery on Staten Island . Thousands of Irish immigrants who fled Ireland during the Great Hunger of 1845-1852 are buried here . They died at the gateway to America , never realizing the dream of a new life . This event is held by the Friends of Abandoned Cemeteries of Staten Island ( FACSI ) . Read more about the site 's history here : http : //bit.ly/2qL25mv",1,4
7675,migrant,ie,"MSF said it had witnessed an unprecedented health crisis in the camp , Greece 's biggest and home to some 9,000 migrants , a third of whom are children . It said many teenagers had attempted to commit suicide or were harming themselves on a weekly basis .",0,0
3742,poor-families,gh,The project can help facilitate the reversal of the current trend of fiscal imbalances impacting the economy while improving the delivery of basic services to the many poor families living in Ghana .,0,0
4833,refugee,za,"Although officials in Serbia , where authorities have arrested a man carrying a near-identical passport , have said both are probably fake , the possibility that one of the attackers may have entered Europe through Greece and followed the trail used by hundreds of thousands of refugees and migrants fleeing the Middle East this summer has reignited a fierce EU row about border security and how to tackle the continuing influx .",0,0
4406,hopeless,us,"""In turn , college administrators seem far more willing to accept the role of enablers to students and groups who are pressing what amount to vague """" social justice """" agendas . Their PR statements are often hopelessly inapt , and some of them resign at the drop of a hat ! What is with that ? What are these """" quitter """" administrators going to do when they hit the street ?""",0,0
4146,immigrant,ph,""""""" They are not just immigrants , """" he said . """" Immigrants are people who flee a country illegally to run a business ... but the Montagnards declared themselves as refugees . """"""",0,0
5550,women,ph,""""""" They raped all of the women , """" Duterte told his supporters , recalling that when he saw Hamill , he was mad not just because she was raped but because """" she was so beautiful . """" He added , """" the mayor himself should have been first , """" as his supporters laughed uproariously .""",0,0
848,women,in,"Yavatmal : In a forward push for women power , Yavatmal seems to have scored big for the next five years as seven out of ten municipal councils across the district has been reserved for women . Out of the 10 , eight councils are scheduled for election in November-December this year and the remaining two will go to polls when their current tenure is over .",0,1
7673,migrant,in,""""""" Sirji , we had a first generation immigrant from minority running this entire country for a decade ! I mean Dr Singh ! Not SG ! ! ( second generation ) , """" said a tweet attributed to Sanjaya Baru , who used to be Manmohan Singh 's media adviser .""",0,0
3876,women,za,"Millions of women and girls in developing countries risk unintended pregnancies and unsafe abortions , campaigners said , as a global initiative to reach the world 's poorest women with contraception is on track to miss its target .",0,0
2455,in-need,au,"After being a teacher for more than 20 years , Barbara Stephenson decided she was in need of a change and Gecko Grove Fine Foods was born .",0,0
2553,immigrant,ke,Is it that Americans are not ready for a woman president ? Is it that Americans hate immigrants that much that they want them to leave their country ?,0,0
2066,migrant,gh,"The number of immigrants settling in New Zealand hit a new high in the year ending January , prompting lawmakers to claim the record numbers were stretching infrastructure , social services and housing .",0,0
4777,homeless,gh,"Still , all 's well that ends well , at least for Fara Williams . Her ties to her family are strong again . When she scored against Switzerland in the 50th minute in a qualifier for the 2011 World Cup , it was an opportunity for her to re-establish communication with her mother who was celebrating her 50th birthday just a couple of days later . Williams found a way to escape homelessness and managed to return to leading a conventional life . But she has not forgotten her time on the streets , or the fact that there are a lot of people who are in the same situation she was in but who do not have football to hold on to . She wants to carry on helping those people and acting as a role model .",0,1
43,poor-families,in,""""""" There is food given to poor families here by the government but we have not been able to access it , """" Gwauya 's mother , Sithela , told the Thomson Reuters Foundation .""",0,0
988,vulnerable,my,"Airbus won no new A380 orders in 2016 after Iran opted not to go ahead with an outline deal for 12 planes . At the same time , the manufacturer handed over 28 aircraft . Subsequent deliveries had reduced the backlog to 107 as of April 30 , though some of those may be vulnerable to cancellation or deferral .",0,0
